Device,Trip,starttime,Time,LaneDistanceRight,Flying_Overtake
10173,690,77570,1960,1.996094,1
10173,690,77570,1970,2.007813,1
10173,690,77570,1980,2.019531,1
10173,690,77570,1990,2.023438,1
10173,690,77570,2000,2.035156,1
10173,690,77570,2010,2.050781,1
10173,690,77570,2020,2.054688,1
10173,690,77570,2030,2.070313,1
10173,690,77570,2040,2.085938,1
10173,690,77570,2050,2.0625,1
10173,690,77570,2060,2.074219,1
10173,690,77570,2070,2.09375,1
10173,690,77570,2080,2.105469,1
10173,690,77570,2090,2.113281,1
10173,690,77570,2100,2.113281,1
10173,690,77570,2110,2.136719,1
10173,690,77570,2120,2.128906,1
10173,690,77570,2130,2.105469,1
10173,690,77570,2140,2.128906,1
10173,690,77570,2150,2.136719,1
10173,690,77570,2160,2.132813,1
10173,690,77570,2170,2.132813,1
10173,690,77570,2180,2.113281,1
10173,690,77570,2190,2.140625,1
10173,690,77570,2200,2.160156,1
10173,690,77570,2210,2.121094,1
10173,690,77570,2220,2.117188,1
10173,690,77570,2230,2.121094,1
10173,690,77570,2240,2.132813,1
10173,690,77570,2250,2.121094,1
10173,690,77570,2260,2.101563,1
10173,690,77570,2270,2.070313,1
10173,690,77570,2280,2.121094,1
10173,690,77570,2290,2.144531,1
10173,690,77570,2300,2.136719,1
10173,690,77570,2310,2.171875,1
10173,690,77570,2320,2.1875,1
10173,690,77570,2330,2.183594,1
10173,690,77570,2340,2.15625,1
10173,690,77570,2350,2.09375,1
10173,690,77570,2360,2.070313,1
10173,690,77570,2370,2.082031,1
10173,690,77570,2380,2.023438,1
10173,690,77570,2390,2.019531,1
10173,690,77570,2400,2.042969,1
10173,690,77570,2410,2.054688,1
10173,690,77570,2420,2.035156,1
10173,690,77570,2430,2.015625,1
10173,690,77570,2440,1.988281,1
10173,690,77570,2450,1.976563,1
10173,690,77570,2460,1.96875,1
10173,690,77570,2470,1.953125,1
10173,690,77570,2480,1.941406,1
10173,690,77570,2490,1.953125,1
10173,690,77570,2500,1.9375,1
10173,690,77570,2510,1.9375,1
10173,690,77570,2520,1.929688,1
10173,690,77570,2530,1.933594,1
10173,690,77570,2540,1.929688,1
10173,690,77570,2550,1.929688,1
10173,690,77570,2560,1.921875,1
10173,690,77570,2570,1.941406,1
10173,690,77570,2580,1.957031,1
10173,690,77570,2590,1.957031,1
10173,690,77570,2600,1.953125,1
10173,690,77570,2610,1.945313,1
10173,690,77570,2620,1.964844,1
10173,690,77570,2630,1.980469,1
10173,690,77570,2640,2,1
10173,690,77570,2650,2.011719,1
10173,690,77570,2660,2.019531,1
10173,690,77570,2670,2.023438,1
10173,690,77570,2680,2.03125,1
10173,690,77570,2690,2.042969,1
10173,690,77570,2700,2.082031,1
10173,690,77570,2710,2.097656,1
10173,690,77570,2720,2.105469,1
10173,690,77570,2730,2.160156,1
10173,690,77570,2740,2.195313,1
10173,690,77570,2750,2.199219,1
10173,690,77570,2760,2.203125,1
10173,690,77570,2770,2.195313,1
10173,690,77570,2780,2.210938,1
10173,690,77570,2790,2.222656,1
10173,690,77570,2800,2.234375,1
10173,690,77570,2810,2.246094,1
10173,690,77570,2820,2.257813,1
10173,690,77570,2830,2.273438,1
10173,690,77570,2840,2.316406,1
10173,690,77570,2850,2.351563,1
10173,690,77570,2860,2.371094,1
10173,690,77570,2870,2.40625,1
10173,690,77570,2880,2.410156,1
10173,690,77570,2890,2.429688,1
10173,690,77570,2900,2.417969,1
10173,690,77570,2910,2.398438,1
10173,690,77570,2920,2.425781,1
10173,690,77570,2930,2.449219,1
10173,690,77570,2940,2.457031,1
10173,690,77570,2950,2.480469,1
10173,690,77570,2960,2.484375,1
10173,690,77570,2970,2.488281,1
10173,690,77570,2980,2.476563,1
10173,690,77570,2990,2.476563,1
10173,690,77570,3000,2.464844,1
10173,690,77570,3010,2.457031,1
10173,690,77570,3020,2.445313,1
10173,690,77570,3030,2.394531,1
10173,690,77570,3040,2.398438,1
10173,690,77570,3050,2.390625,1
10173,690,77570,3060,2.34375,1
10173,690,77570,3070,2.308594,1
10173,690,77570,3080,2.304688,1
10173,690,77570,3090,2.28125,1
10173,690,77570,3100,2.285156,1
10173,690,77570,3110,2.300781,1
10173,690,77570,3120,2.316406,1
10173,690,77570,3130,2.332031,1
10173,690,77570,3140,2.328125,1
10173,690,77570,3150,2.300781,1
10173,690,77570,3160,2.25,1
10173,690,77570,3170,2.234375,1
10173,690,77570,3180,2.230469,1
10173,690,77570,3190,2.234375,1
10173,690,77570,3200,2.273438,1
10173,690,77570,3210,2.273438,1
10173,690,77570,3220,2.257813,1
10173,690,77570,3230,2.234375,1
10173,690,77570,3240,2.226563,1
10173,690,77570,3250,2.222656,1
10173,690,77570,3260,2.234375,1
10173,690,77570,3270,2.238281,1
10173,690,77570,3280,2.21875,1
10173,690,77570,3290,2.203125,1
10173,690,77570,3300,2.199219,1
10173,690,77570,3310,2.183594,1
10173,690,77570,3320,2.164063,1
10173,690,77570,3330,2.15625,1
10173,690,77570,3340,2.160156,1
10173,690,77570,3350,2.15625,1
10173,690,77570,3360,2.15625,1
10173,690,77570,3370,2.148438,1
10173,690,77570,3380,2.121094,1
10173,690,77570,3390,2.132813,1
10173,690,77570,3400,2.125,1
10173,690,77570,3410,2.105469,1
10173,690,77570,3420,2.09375,1
10173,690,77570,3430,2.09375,1
10173,690,77570,3440,2.117188,1
10173,690,77570,3450,2.105469,1
10173,690,77570,3460,2.097656,1
10173,690,77570,3470,2.074219,1
10173,690,77570,3480,2.078125,1
10173,690,77570,3490,2.070313,1
10173,690,77570,3500,2.066406,1
10173,690,77570,3510,2.058594,1
10173,690,77570,3520,2.058594,1
10173,690,77570,3530,2.066406,1
10173,690,77570,3540,2.050781,1
10173,690,77570,3550,2.046875,1
10173,690,77570,3560,2.050781,1
10173,690,77570,3570,2.050781,1
10173,690,77570,3580,2.070313,1
10173,690,77570,3590,2.082031,1
10173,690,77570,3600,2.09375,1
10173,690,77570,3610,2.105469,1
10173,690,77570,3620,2.113281,1
10173,690,77570,3630,2.125,1
10173,690,77570,3640,2.074219,1
10173,690,77570,3650,2.074219,1
10173,690,77570,3660,2.09375,1
10173,690,77570,3670,2.066406,1
10173,690,77570,3680,2.089844,1
10173,690,77570,3690,2.105469,1
10173,690,77570,3700,2.058594,1
10173,690,77570,3710,2.03125,1
10173,690,77570,3720,1.996094,1
10173,690,77570,3730,1.96875,1
10173,690,77570,3740,1.945313,1
10173,690,77570,3750,1.921875,1
10173,690,77570,3760,1.855469,1
10173,690,77570,3770,1.835938,1
10173,690,77570,3780,1.828125,1
10173,690,77570,3790,1.808594,1
10173,690,77570,3800,1.804688,1
10173,690,77570,3810,1.816406,1
10173,690,77570,3820,1.808594,1
10173,690,77570,3830,1.796875,1
10173,690,77570,3840,1.789063,1
10173,690,77570,3850,1.78125,1
10173,690,77570,3860,1.78125,1
10173,690,77570,3870,1.769531,1
10173,690,77570,3880,1.765625,1
10173,690,77570,3890,1.75,1
10173,690,77570,3900,1.757813,1
10173,690,77570,3910,1.769531,1
10173,690,77570,3920,1.773438,1
10173,690,77570,3930,1.785156,1
10173,690,77570,3940,1.78125,1
10173,690,77570,3950,1.78125,1
10173,690,77570,3960,1.777344,1
10173,690,77570,3970,1.757813,1
10173,690,77570,3980,1.753906,1
10173,690,77570,3990,1.761719,1
10173,690,77570,4000,1.761719,1
10173,690,77570,4010,1.757813,1
10173,690,77570,4020,1.769531,1
10173,690,77570,4030,1.773438,1
10173,690,77570,4040,1.753906,1
10173,690,77570,4050,1.734375,1
10173,690,77570,4060,1.742188,1
10173,690,77570,4070,1.742188,1
10173,690,77570,4080,1.734375,1
10173,690,77570,4090,1.71875,1
10173,690,77570,4100,1.703125,1
10173,690,77570,4110,1.695313,1
10173,690,77570,4120,1.683594,1
10173,690,77570,4130,1.683594,1
10173,690,77570,4140,1.675781,1
10173,690,77570,4150,1.667969,1
10173,690,77570,4160,1.664063,1
10173,690,77570,4170,1.652344,1
10173,690,77570,4180,1.640625,1
10173,690,77570,4190,1.609375,1
10173,690,77570,4200,1.601563,1
10173,690,77570,4210,1.566406,1
10173,690,77570,4220,1.558594,1
10173,690,77570,4230,1.539063,1
10173,690,77570,4240,1.542969,1
10173,690,77570,4250,1.546875,1
10173,690,77570,4260,1.539063,1
10173,690,77570,4270,1.523438,1
10173,690,77570,4280,1.507813,1
10173,690,77570,4290,1.492188,1
10173,690,77570,4300,1.484375,1
10173,690,77570,4310,1.449219,1
10173,690,77570,4320,1.460938,1
10173,690,77570,4330,1.460938,1
10173,690,77570,4340,1.460938,1
10173,690,77570,4350,1.453125,1
10173,690,77570,4360,1.449219,1
10173,690,77570,4370,1.449219,1
10173,690,77570,4380,1.453125,1
10173,690,77570,4390,1.453125,1
10173,690,77570,4400,1.457031,1
10173,690,77570,4410,1.457031,1
10173,690,77570,4420,1.464844,1
10173,690,77570,4430,1.472656,1
10173,690,77570,4440,1.476563,1
10173,690,77570,4450,1.46875,1
10173,690,77570,4460,1.5,1
10173,690,77570,4470,1.484375,1
10173,690,77570,4480,1.484375,1
10173,690,77570,4490,1.492188,1
10173,690,77570,4500,1.5,1
10173,690,77570,4510,1.519531,1
10173,690,77570,4520,1.511719,1
10173,690,77570,4530,1.515625,1
10173,690,77570,4540,1.53125,1
10173,690,77570,4550,1.546875,1
10173,690,77570,4560,1.542969,1
10173,690,77570,4570,1.542969,1
10173,690,77570,4580,1.574219,1
10173,690,77570,4590,1.574219,1
10173,690,77570,4600,1.585938,1
10173,690,77570,4610,1.59375,1
10173,690,77570,4620,1.617188,1
10173,690,77570,4630,1.628906,1
10173,690,77570,4640,1.632813,1
10173,690,77570,4650,1.621094,1
10173,690,77570,4660,1.621094,1
10173,690,77570,4670,1.652344,1
10173,690,77570,4680,1.664063,1
10173,690,77570,4690,1.675781,1
10173,690,77570,4700,1.675781,1
10173,690,77570,4710,1.6875,1
10173,690,77570,4720,1.707031,1
10173,690,77570,4730,1.710938,1
10173,690,77570,4740,1.714844,1
10173,690,77570,4750,1.695313,1
10173,690,77570,4760,1.710938,1
10173,690,77570,4770,1.699219,1
10173,690,77570,4780,1.691406,1
10173,690,77570,4790,1.675781,1
10173,690,77570,4800,1.675781,1
10173,690,77570,4810,1.6875,1
10173,690,77570,4820,1.671875,1
10173,690,77570,4830,1.65625,1
10173,690,77570,4840,1.644531,1
10173,690,77570,4850,1.648438,1
10173,690,77570,4860,1.667969,1
10173,690,77570,4870,1.675781,1
10173,690,77570,4880,1.6875,1
10173,690,77570,4890,1.714844,1
10173,690,77570,4900,1.722656,1
10173,690,77570,4910,1.726563,1
10173,690,77570,4920,1.730469,1
10173,690,77570,4930,1.726563,1
10173,690,77570,4940,1.726563,1
10173,690,77570,4950,1.714844,1
10173,690,77570,4960,1.703125,1
10173,690,77570,4970,1.675781,1
10173,690,77570,4980,1.652344,1
10173,690,77570,4990,1.648438,1
10173,690,77570,5000,1.644531,1
10173,690,77570,5010,1.65625,1
10173,690,77570,5020,1.660156,1
10173,690,77570,5030,1.636719,1
10173,690,77570,5040,1.621094,1
10173,690,77570,5050,1.613281,1
10173,690,77570,5060,1.613281,1
10173,690,77570,5070,1.597656,1
10173,690,77570,5080,1.582031,1
10173,690,77570,5090,1.542969,1
10173,690,77570,5100,1.515625,1
10173,690,77570,5110,1.5,1
10173,690,77570,5120,1.472656,1
10173,690,77570,5130,1.453125,1
10173,690,77570,5140,1.441406,1
10173,690,77570,5150,1.4375,1
10173,690,77570,5160,1.429688,1
10173,690,77570,5170,1.394531,1
10173,690,77570,5180,1.355469,1
10173,690,77570,5190,1.332031,1
10173,690,77570,5200,1.3125,1
10173,690,77570,5210,1.304688,1
10173,690,77570,5220,1.304688,1
10173,690,77570,5230,1.300781,1
10173,690,77570,5240,1.28125,1
10173,690,77570,5250,1.277344,1
10173,690,77570,5260,1.257813,1
10173,690,77570,5270,1.246094,1
10173,690,77570,5280,1.230469,1
10173,690,77570,5290,1.210938,1
10173,690,77570,5300,1.210938,1
10173,690,77570,5310,1.191406,1
10173,690,77570,5320,1.207031,1
10173,690,77570,5330,1.210938,1
10173,690,77570,5340,1.234375,1
10173,690,77570,5350,1.242188,1
10173,690,77570,5360,1.25,1
10173,690,77570,5370,1.25,1
10173,690,77570,5380,1.25,1
10173,690,77570,5390,1.242188,1
10173,690,77570,5400,1.222656,1
10173,690,77570,5410,1.214844,1
10173,690,77570,5420,1.210938,1
10173,690,77570,5430,1.175781,1
10173,690,77570,5440,1.160156,1
10173,690,77570,5450,1.15625,1
10173,690,77570,5460,1.128906,1
10173,690,77570,5470,1.121094,1
10173,690,77570,5480,1.121094,1
10173,690,77570,5490,1.121094,1
10173,690,77570,5500,1.109375,1
10173,690,77570,5510,1.101563,1
10173,690,77570,5520,1.09375,1
10173,690,77570,5530,1.089844,1
10173,690,77570,5540,1.082031,1
10173,690,77570,5550,1.070313,1
10173,690,77570,5560,1.046875,1
10173,690,77570,5570,1.035156,1
10173,690,77570,5580,1.042969,1
10173,690,77570,5590,1.046875,1
10173,690,77570,5600,1.0625,1
10173,690,77570,5610,1.078125,1
10173,690,77570,5620,1.089844,1
10173,690,77570,5630,1.105469,1
10173,690,77570,5640,1.199219,1
10173,690,77570,5650,1.234375,1
10173,690,77570,5660,1.257813,1
10173,690,77570,5670,1.300781,1
10173,690,77570,5680,1.320313,1
10173,690,77570,5690,1.347656,1
10173,690,77570,5700,1.371094,1
10173,690,77570,5710,1.417969,1
10173,690,77570,5720,1.433594,1
10173,690,77570,5730,1.449219,1
10173,690,77570,5740,1.46875,1
10173,690,77570,5750,1.5,1
10173,690,77570,5760,1.53125,1
10173,690,77570,5770,1.542969,1
10173,690,77570,5780,1.570313,1
10173,690,77570,5790,1.585938,1
10173,690,77570,5800,1.605469,1
10173,690,77570,5810,1.621094,1
10173,690,77570,5820,1.636719,1
10173,690,77570,5830,1.648438,1
10173,690,77570,5840,1.667969,1
10173,690,77570,5850,1.683594,1
10173,690,77570,5860,1.734375,1
10173,690,77570,5870,1.753906,1
10173,690,77570,5880,1.78125,1
10173,690,77570,5890,1.785156,1
10173,690,77570,5900,1.789063,1
10173,690,77570,5910,1.808594,1
10173,690,77570,5920,1.816406,1
10173,690,77570,5930,1.851563,1
10173,690,77570,5940,1.851563,1
10173,690,77570,5950,1.851563,1
10173,690,77570,5960,1.875,1
10173,690,77570,5970,1.875,1
10173,690,77570,5980,1.867188,1
10173,690,77570,5990,1.863281,1
10173,690,77570,6000,1.859375,1
10173,690,77570,6010,1.84375,1
10173,690,77570,6020,1.832031,1
10173,690,77570,6030,1.804688,1
10173,690,77570,6040,1.808594,1
10173,690,77570,6050,1.804688,1
10173,690,77570,6060,1.78125,1
10173,690,77570,6070,1.777344,1
10173,690,77570,6080,1.765625,1
10173,690,77570,6090,1.773438,1
10173,690,77570,6100,1.757813,1
10173,690,77570,6110,1.738281,1
10173,690,77570,6120,1.699219,1
10173,690,77570,6130,1.667969,1
10173,690,77570,6140,1.644531,1
10173,690,77570,6150,1.648438,1
10173,690,77570,6160,1.671875,1
10173,690,77570,6170,1.695313,1
10173,690,77570,6180,1.6875,1
10173,690,77570,6190,1.675781,1
10173,690,77570,6200,1.675781,1
10173,690,77570,6210,1.671875,1
10173,690,77570,6220,1.664063,1
10173,690,77570,6230,1.660156,1
10173,690,77570,6240,1.652344,1
10173,690,77570,6250,1.640625,1
10173,690,77570,6260,1.640625,1
10173,690,77570,6270,1.640625,1
10173,690,77570,6280,1.636719,1
10173,690,77570,6290,1.628906,1
10173,690,77570,6300,1.632813,1
10173,690,77570,6310,1.621094,1
10173,690,77570,6320,1.617188,1
10173,690,77570,6330,1.621094,1
10173,690,77570,6340,1.621094,1
10173,690,77570,6350,1.632813,1
10173,690,77570,6360,1.632813,1
10173,690,77570,6370,1.617188,1
10173,690,77570,6380,1.621094,1
10173,690,77570,6390,1.625,1
10173,690,77570,6400,1.632813,1
10173,690,77570,6410,1.628906,1
10173,690,77570,6420,1.632813,1
10173,690,77570,6430,1.632813,1
10173,690,77570,6440,1.632813,1
10173,690,77570,6450,1.636719,1
10173,690,77570,6460,1.632813,1
10173,690,77570,6470,1.644531,1
10173,690,77570,6480,1.636719,1
10173,690,77570,6490,1.632813,1
10173,690,77570,6500,1.617188,1
10173,690,77570,6510,1.617188,1
10173,690,77570,6520,1.617188,1
10173,690,77570,6530,1.625,1
10173,690,77570,6540,1.65625,1
10173,690,77570,6550,1.671875,1
10173,690,77570,6560,1.683594,1
10173,690,77570,6570,1.683594,1
10173,690,77570,6580,1.707031,1
10173,690,77570,6590,1.714844,1
10173,690,77570,6600,1.722656,1
10173,690,77570,6610,1.730469,1
10173,690,77570,6620,1.734375,1
10173,690,77570,6630,1.753906,1
10173,690,77570,6640,1.78125,1
10173,690,77570,6650,1.785156,1
10173,690,77570,6660,1.792969,1
10173,690,77570,6670,1.800781,1
10173,690,77570,6680,1.792969,1
10173,690,77570,6690,1.808594,1
10173,690,77570,6700,1.804688,1
10173,690,77570,6710,1.808594,1
10173,690,77570,6720,1.804688,1
10173,690,77570,6730,1.804688,1
10173,690,77570,6740,1.800781,1
10173,690,77570,6750,1.796875,1
10173,690,77570,6760,1.796875,1
10173,690,77570,6770,1.804688,1
10173,690,77570,6780,1.808594,1
10173,690,77570,6790,1.804688,1
10173,690,77570,6800,1.8125,1
10173,690,77570,6810,1.820313,1
10173,690,77570,6820,1.8125,1
10173,690,77570,6830,1.796875,1
10173,690,77570,6840,1.820313,1
10173,690,77570,6850,1.835938,1
10173,690,77570,6860,1.847656,1
10173,690,77570,6870,1.855469,1
10173,690,77570,6880,1.863281,1
10173,690,77570,6890,1.886719,1
10173,690,77570,6900,1.90625,1
10173,690,77570,6910,1.910156,1
10173,690,77570,6920,1.933594,1
10173,690,77570,6930,1.925781,1
10173,690,77570,6940,1.90625,1
10173,690,77570,6950,1.933594,1
10173,690,77570,6960,1.925781,1
10173,690,77570,6970,1.929688,1
10173,690,77570,6980,1.929688,1
10173,690,77570,6990,1.921875,1
10173,690,77570,7000,1.933594,1
10173,690,77570,7010,1.9375,1
10173,690,77570,7020,1.925781,1
10173,690,77570,7030,1.949219,1
10173,690,77570,7040,1.941406,1
10173,690,77570,7050,1.9375,1
10173,690,77570,7060,1.921875,1
10173,690,77570,7070,1.929688,1
10173,690,77570,7080,1.921875,1
10173,690,77570,7090,1.917969,1
10173,690,77570,7100,1.914063,1
10173,690,77570,7110,1.929688,1
10173,690,77570,7120,1.9375,1
10173,690,141580,10,1.414063,1
10173,690,141580,20,1.425781,1
10173,690,141580,30,1.4375,1
10173,690,141580,40,1.460938,1
10173,690,141580,50,1.457031,1
10173,690,141580,60,1.445313,1
10173,690,141580,70,1.476563,1
10173,690,141580,80,1.476563,1
10173,690,141580,90,1.484375,1
10173,690,141580,100,1.492188,1
10173,690,141580,110,1.53125,1
10173,690,141580,120,1.523438,1
10173,690,141580,130,1.511719,1
10173,690,141580,140,1.523438,1
10173,690,141580,150,1.53125,1
10173,690,141580,160,1.53125,1
10173,690,141580,170,1.542969,1
10173,690,141580,180,1.554688,1
10173,690,141580,190,1.558594,1
10173,690,141580,200,1.585938,1
10173,690,141580,210,1.574219,1
10173,690,141580,220,1.574219,1
10173,690,141580,230,1.558594,1
10173,690,141580,240,1.5625,1
10173,690,141580,250,1.585938,1
10173,690,141580,260,1.617188,1
10173,690,141580,270,1.632813,1
10173,690,141580,280,1.632813,1
10173,690,141580,290,1.640625,1
10173,690,141580,300,1.636719,1
10173,690,141580,310,1.636719,1
10173,690,141580,320,1.667969,1
10173,690,141580,330,1.65625,1
10173,690,141580,340,1.667969,1
10173,690,141580,350,1.664063,1
10173,690,141580,360,1.722656,1
10173,690,141580,370,1.730469,1
10173,690,141580,380,1.746094,1
10173,690,141580,390,1.765625,1
10173,690,141580,400,1.78125,1
10173,690,141580,410,1.800781,1
10173,690,141580,420,1.816406,1
10173,690,141580,430,1.808594,1
10173,690,141580,440,1.800781,1
10173,690,141580,450,1.820313,1
10173,690,141580,460,1.820313,1
10173,690,141580,470,1.835938,1
10173,690,141580,480,1.863281,1
10173,690,141580,490,1.890625,1
10173,690,141580,500,1.910156,1
10173,690,141580,510,1.921875,1
10173,690,141580,520,1.90625,1
10173,690,141580,530,1.902344,1
10173,690,141580,540,1.914063,1
10173,690,141580,550,1.902344,1
10173,690,141580,560,1.898438,1
10173,690,141580,570,1.90625,1
10173,690,141580,580,1.925781,1
10173,690,141580,590,1.941406,1
10173,690,141580,600,1.953125,1
10173,690,141580,610,1.988281,1
10173,690,141580,620,2,1
10173,690,141580,630,2.035156,1
10173,690,141580,640,2.03125,1
10173,690,141580,650,2.035156,1
10173,690,141580,660,2.054688,1
10173,690,141580,670,2.0625,1
10173,690,141580,680,2.078125,1
10173,690,141580,690,2.082031,1
10173,690,141580,700,2.089844,1
10173,690,141580,710,2.09375,1
10173,690,141580,720,2.101563,1
10173,690,141580,730,2.101563,1
10173,690,141580,740,2.117188,1
10173,690,141580,750,2.117188,1
10173,690,141580,760,2.113281,1
10173,690,141580,770,2.101563,1
10173,690,141580,780,2.097656,1
10173,690,141580,790,2.09375,1
10173,690,141580,800,2.101563,1
10173,690,141580,810,2.117188,1
10173,690,141580,820,2.132813,1
10173,690,141580,830,2.121094,1
10173,690,141580,840,2.113281,1
10173,690,141580,850,2.117188,1
10173,690,141580,860,2.109375,1
10173,690,141580,870,2.082031,1
10173,690,141580,880,2.070313,1
10173,690,141580,890,2.066406,1
10173,690,141580,900,2.0625,1
10173,690,141580,910,2.058594,1
10173,690,141580,920,2.054688,1
10173,690,141580,930,2.058594,1
10173,690,141580,940,2.078125,1
10173,690,141580,950,2.085938,1
10173,690,141580,960,2.082031,1
10173,690,141580,970,2.058594,1
10173,690,141580,980,2.035156,1
10173,690,141580,990,2,1
10173,690,141580,1000,1.984375,1
10173,690,141580,1010,1.984375,1
10173,690,141580,1020,1.980469,1
10173,690,141580,1030,1.957031,1
10173,690,141580,1040,1.96875,1
10173,690,141580,1050,1.972656,1
10173,690,141580,1060,1.957031,1
10173,690,141580,1070,1.914063,1
10173,690,141580,1080,1.921875,1
10173,690,141580,1090,1.933594,1
10173,690,141580,1100,1.929688,1
10173,690,141580,1110,1.925781,1
10173,690,141580,1120,1.925781,1
10173,690,141580,1130,1.921875,1
10173,690,141580,1140,1.921875,1
10173,690,141580,1150,1.921875,1
10173,690,141580,1160,1.917969,1
10173,690,141580,1170,1.910156,1
10173,690,141580,1180,1.894531,1
10173,690,141580,1190,1.894531,1
10173,690,141580,1200,1.894531,1
10173,690,141580,1210,1.910156,1
10173,690,141580,1220,1.898438,1
10173,690,141580,1230,1.898438,1
10173,690,141580,1240,1.878906,1
10173,690,141580,1250,1.886719,1
10173,690,141580,1260,1.886719,1
10173,690,141580,1270,1.867188,1
10173,690,141580,1280,1.859375,1
10173,690,141580,1290,1.851563,1
10173,690,141580,1300,1.84375,1
10173,690,141580,1310,1.835938,1
10173,690,141580,1320,1.820313,1
10173,690,141580,1330,1.8125,1
10173,690,141580,1340,1.804688,1
10173,690,141580,1350,1.785156,1
10173,690,141580,1360,1.789063,1
10173,690,141580,1370,1.78125,1
10173,690,141580,1380,1.761719,1
10173,690,141580,1390,1.757813,1
10173,690,141580,1400,1.75,1
10173,690,141580,1410,1.738281,1
10173,690,141580,1420,1.726563,1
10173,690,141580,1430,1.71875,1
10173,690,141580,1440,1.710938,1
10173,690,141580,1450,1.710938,1
10173,690,141580,1460,1.707031,1
10173,690,141580,1470,1.6875,1
10173,690,141580,1480,1.679688,1
10173,690,141580,1490,1.671875,1
10173,690,141580,1500,1.6875,1
10173,690,141580,1510,1.644531,1
10173,690,141580,1520,1.640625,1
10173,690,141580,1530,1.644531,1
10173,690,141580,1540,1.625,1
10173,690,141580,1550,1.609375,1
10173,690,141580,1560,1.601563,1
10173,690,141580,1570,1.601563,1
10173,690,141580,1580,1.597656,1
10173,690,141580,1590,1.585938,1
10173,690,141580,1600,1.554688,1
10173,690,141580,1610,1.546875,1
10173,690,141580,1620,1.542969,1
10173,690,141580,1630,1.550781,1
10173,690,141580,1640,1.550781,1
10173,690,141580,1650,1.535156,1
10173,690,141580,1660,1.53125,1
10173,690,141580,1670,1.523438,1
10173,690,141580,1680,1.507813,1
10173,690,141580,1690,1.503906,1
10173,690,141580,1700,1.5,1
10173,690,141580,1710,1.503906,1
10173,690,141580,1720,1.507813,1
10173,690,141580,1730,1.507813,1
10173,690,141580,1740,1.476563,1
10173,690,141580,1750,1.472656,1
10173,690,141580,1760,1.46875,1
10173,690,141580,1770,1.464844,1
10173,690,141580,1780,1.460938,1
10173,690,141580,1790,1.460938,1
10173,690,141580,1800,1.46875,1
10173,690,141580,1810,1.464844,1
10173,690,141580,1820,1.464844,1
10173,690,141580,1830,1.476563,1
10173,690,141580,1840,1.484375,1
10173,690,141580,1850,1.488281,1
10173,690,141580,1860,1.480469,1
10173,690,141580,1870,1.492188,1
10173,690,141580,1880,1.503906,1
10173,690,141580,1890,1.519531,1
10173,690,141580,1900,1.539063,1
10173,690,141580,1910,1.539063,1
10173,690,141580,1920,1.542969,1
10173,690,141580,1930,1.550781,1
10173,690,141580,1940,1.554688,1
10173,690,141580,1950,1.554688,1
10173,690,141580,1960,1.554688,1
10173,690,141580,1970,1.578125,1
10173,690,141580,1980,1.582031,1
10173,690,141580,1990,1.597656,1
10173,690,141580,2000,1.609375,1
10173,690,141580,2010,1.621094,1
10173,690,141580,2020,1.644531,1
10173,690,141580,2030,1.644531,1
10173,690,141580,2040,1.652344,1
10173,690,141580,2050,1.683594,1
10173,690,141580,2060,1.707031,1
10173,690,141580,2070,1.707031,1
10173,690,141580,2080,1.703125,1
10173,690,141580,2090,1.722656,1
10173,690,141580,2100,1.730469,1
10173,690,141580,2110,1.730469,1
10173,690,141580,2120,1.75,1
10173,690,141580,2130,1.761719,1
10173,690,141580,2140,1.773438,1
10173,690,141580,2150,1.789063,1
10173,690,141580,2160,1.792969,1
10173,690,141580,2170,1.789063,1
10173,690,141580,2180,1.800781,1
10173,690,141580,2190,1.804688,1
10173,690,141580,2200,1.824219,1
10173,690,141580,2210,1.835938,1
10173,690,141580,2220,1.824219,1
10173,690,141580,2230,1.84375,1
10173,690,141580,2240,1.855469,1
10173,690,141580,2250,1.867188,1
10173,690,141580,2260,1.863281,1
10173,690,141580,2270,1.839844,1
10173,690,141580,2280,1.839844,1
10173,690,141580,2290,1.847656,1
10173,690,141580,2300,1.847656,1
10173,690,141580,2310,1.847656,1
10173,690,141580,2320,1.839844,1
10173,690,141580,2330,1.84375,1
10173,690,141580,2340,1.839844,1
10173,690,141580,2350,1.832031,1
10173,690,141580,2360,1.835938,1
10173,690,141580,2370,1.835938,1
10173,690,141580,2380,1.84375,1
10173,690,141580,2390,1.839844,1
10173,690,141580,2400,1.859375,1
10173,690,141580,2410,1.859375,1
10173,690,141580,2420,1.863281,1
10173,690,141580,2430,1.851563,1
10173,690,141580,2440,1.863281,1
10173,690,141580,2450,1.871094,1
10173,690,141580,2460,1.890625,1
10173,690,141580,2470,1.886719,1
10173,690,141580,2480,1.886719,1
10173,690,141580,2490,1.886719,1
10173,690,141580,2500,1.898438,1
10173,690,141580,2510,1.898438,1
10173,690,141580,2520,1.890625,1
10173,690,141580,2530,1.886719,1
10173,690,141580,2540,1.882813,1
10173,690,141580,2550,1.871094,1
10173,690,141580,2560,1.871094,1
10173,690,141580,2570,1.871094,1
10173,690,141580,2580,1.886719,1
10173,690,141580,2590,1.898438,1
10173,690,141580,2600,1.898438,1
10173,690,141580,2610,1.902344,1
10173,690,141580,2620,1.898438,1
10173,690,141580,2630,1.890625,1
10173,690,141580,2640,1.894531,1
10173,690,141580,2650,1.890625,1
10173,690,141580,2660,1.882813,1
